title,doi,authors,konferenz,year
Analysis and Visualisation of Time Series Data on Networks with Pathpy,10.1145/3442442.3452052,"[{'given': 'Jürgen', 'family': 'Hackl', 'sequence': 'first', 'affiliation': [{'name': 'University of Liverpool, UK'}]}, {'given': 'Ingo', 'family': 'Scholtes', 'sequence': 'additional', 'affiliation': [{'name': 'University of Wuppertal, Germany'}]}, {'given': 'Luka V.', 'family': 'Petrović', 'sequence': 'additional', 'affiliation': [{'name': 'University of Zurich, Switzerland'}]}, {'given': 'Vincenzo', 'family': 'Perri', 'sequence': 'additional', 'affiliation': [{'name': 'University of Zurich, Switzerland'}]}, {'given': 'Luca', 'family': 'Verginer', 'sequence': 'additional', 'affiliation': [{'name': 'ETH Zurich, Switzerland'}]}, {'given': 'Christoph', 'family': 'Gote', 'sequence': 'additional', 'affiliation': [{'name': 'ETH Zurich, Switzerland'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
PaCo: Fast Counting of Causal Paths in Temporal Network Data,10.1145/3442442.3452050,"[{'given': 'Luka V.', 'family': 'Petrović', 'sequence': 'first', 'affiliation': [{'name': 'University of Zurich, Switzerland'}]}, {'given': 'Ingo', 'family': 'Scholtes', 'sequence': 'additional', 'affiliation': [{'name': 'University of Wuppertal, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Visualisation of Temporal Network Data via Time-Aware Static Representations with HOTVis,10.1145/3442442.3452053,"[{'given': 'Vincenzo', 'family': 'Perri', 'sequence': 'first', 'affiliation': [{'name': 'University of Zurich, Switzerland'}]}, {'given': 'Ingo', 'family': 'Scholtes', 'sequence': 'additional', 'affiliation': [{'name': 'University of Wuppertal, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Fast Linking of Mathematical Wikidata Entities in Wikipedia Articles Using Annotation Recommendation,10.1145/3442442.3452348,"[{'given': 'Philipp', 'family': 'Scharpf', 'sequence': 'first', 'affiliation': [{'name': 'University of Konstanz, Germany'}]}, {'given': 'Moritz', 'family': 'Schubotz', 'sequence': 'additional', 'affiliation': [{'name': 'FIZ Karlsruhe, Germany'}]}, {'given': 'Bela', 'family': 'Gipp', 'sequence': 'additional', 'affiliation': [{'name': 'University of Wuppertal, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
EUDETECTOR: Leveraging Language Model to Identify EU-Related News,10.1145/3442442.3452324,"[{'given': 'Koustav', 'family': 'Rudra', 'sequence': 'first', 'affiliation': [{'name': 'L3S Research Center, Leibniz University Hannover, Germany'}]}, {'given': 'Danny', 'family': 'Tran', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz University Hannover, Germany'}]}, {'given': 'Miroslav', 'family': 'Shaltev', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz Centre for Tropical Marine Research (ZMT), Bremen, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
FAIR Linked Data - Towards a Linked Data Backbone for Users and Machines,10.1145/3442442.3451364,"[{'given': 'Johannes', 'family': 'Frey', 'sequence': 'first', 'affiliation': [{'name': 'Knowledge Integration and Linked Data Technologies (KILT/AKSW) &amp; DBpedia Association, InfAI, Leipzig University, Germany'}]}, {'given': 'Sebastian', 'family': 'Hellmann', 'sequence': 'additional', 'affiliation': [{'name': 'Knowledge Integration and Linked Data Technologies (KILT/AKSW) &amp; DBpedia Association, InfAI, Leipzig University, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Fast Linking of Mathematical Wikidata Entities in Wikipedia Articles Using Annotation Recommendation,10.1145/3442442.3452348,"[{'given': 'Philipp', 'family': 'Scharpf', 'sequence': 'first', 'affiliation': [{'name': 'University of Konstanz, Germany'}]}, {'given': 'Moritz', 'family': 'Schubotz', 'sequence': 'additional', 'affiliation': [{'name': 'FIZ Karlsruhe, Germany'}]}, {'given': 'Bela', 'family': 'Gipp', 'sequence': 'additional', 'affiliation': [{'name': 'University of Wuppertal, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Rewarding Research Data Management,10.1145/3442442.3451367,"[{'given': 'Joachim', 'family': 'Schöpfel', 'sequence': 'first', 'affiliation': [{'name': 'University of Lille'}]}, {'given': 'Otmane', 'family': 'Azeroual', 'sequence': 'additional', 'affiliation': [{'name': 'German Center for Higher Education Research and Science Studies (DZHW)'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Using Facebook Ads Data to Assess Gender Balance in STEM: Evidence from Brazil,10.1145/3442442.3453456,"[{'given': 'Carolina C.', 'family': 'Vieira', 'sequence': 'first', 'affiliation': [{'name': 'Max Planck Institute for Demographic Research, Germany'}]}, {'given': 'Marisa', 'family': 'Vasconcelos', 'sequence': 'additional', 'affiliation': [{'name': 'IBM Research, Brazil'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
EMR: Scalable Clustering of Big HR Data using Evolutionary MapReduce,10.1145/3442442.3453543,"[{'given': 'Mahdi', 'family': 'Bohlouli', 'sequence': 'first', 'affiliation': [{'name': 'Institute for Advanced Studies in Basic Sciences and Petanux GmbH, Germany'}]}, {'given': 'Zhonghua', 'family': 'He', 'sequence': 'additional', 'affiliation': [{'name': 'Intel Shanghai, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Integrating Floor Plans into Hedonic Models for Rent Price Appraisal,10.1145/3442381.3449967,"[{'given': 'Kirill', 'family': 'Solovev', 'sequence': 'first', 'affiliation': [{'name': 'University of Giessen, Germany'}]}, {'given': 'Nicolas', 'family': 'Pröllochs', 'sequence': 'additional', 'affiliation': [{'name': 'University of Giessen, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Analyzing a Knowledge Graph of Industry 4.0 Standards,10.1145/3442442.3453542,"[{'given': 'Irlán', 'family': 'Grangel-González', 'sequence': 'first', 'affiliation': [{'name': 'Robert Bosch GmbH, Corporate Research, Germany'}]}, {'given': 'Maria Esther', 'family': 'Vidal', 'sequence': 'additional', 'affiliation': [{'name': 'TIB-Leibniz Information Centre for Science and Technology, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
"Security of Alerting Authorities in the WWW: Measuring Namespaces, DNSSEC, and Web PKI",10.1145/3442381.3450033,"[{'given': 'Pouyan', 'family': 'Fotouhi Tehrani', 'sequence': 'first', 'affiliation': [{'name': 'Weizenbaum Institute, Fraunhofer FOKUS, Germany'}]}, {'given': 'Eric', 'family': 'Osterweil', 'sequence': 'additional', 'affiliation': [{'name': 'George Mason University, USA'}]}, {'given': 'Jochen H.', 'family': 'Schiller', 'sequence': 'additional', 'affiliation': [{'name': 'Freie Universität Berlin, Germany'}]}, {'given': 'Thomas C.', 'family': 'Schmidt', 'sequence': 'additional', 'affiliation': [{'name': 'HAW Hamburg, Germany'}]}, {'given': 'Matthias', 'family': 'Wählisch', 'sequence': 'additional', 'affiliation': [{'name': 'Freie Universität Berlin, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
ELIXIR: Learning from User Feedback on Explanations to Improve Recommender Models,10.1145/3442381.3449848,"[{'given': 'Azin', 'family': 'Ghazimatin', 'sequence': 'first', 'affiliation': [{'name': 'Max Plank Institute for Informatics, Germany'}]}, {'given': 'Soumajit', 'family': 'Pramanik', 'sequence': 'additional', 'affiliation': [{'name': 'Indian Institute of Technology Bhilai, India'}]}, {'given': 'Rishiraj', 'family': 'Saha Roy', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}, {'given': 'Gerhard', 'family': 'Weikum', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Extracting Contextualized Quantity Facts from Web Tables,10.1145/3442381.3450072,"[{'given': 'Vinh Thinh', 'family': 'Ho', 'sequence': 'first', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}, {'given': 'Koninika', 'family': 'Pal', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}, {'given': 'Simon', 'family': 'Razniewski', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}, {'given': 'Klaus', 'family': 'Berberich', 'sequence': 'additional', 'affiliation': [{'name': 'Saarbruecken University of Applied Sciences (htw saar), Germany'}]}, {'given': 'Gerhard', 'family': 'Weikum', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
"“Go eat a bat, Chang!”: On the Emergence of Sinophobic Behavior on Web Communities in the Face of COVID-19",10.1145/3442381.3450024,"[{'given': 'Fatemeh', 'family': 'Tahmasbi', 'sequence': 'first', 'affiliation': [{'name': 'Binghamton University, USA'}]}, {'given': 'Leonard', 'family': 'Schild', 'sequence': 'additional', 'affiliation': [{'name': 'CISPA Helmholtz Center for Information Security, Germany'}]}, {'given': 'Chen', 'family': 'Ling', 'sequence': 'additional', 'affiliation': [{'name': 'Boston University, USA'}]}, {'given': 'Jeremy', 'family': 'Blackburn', 'sequence': 'additional', 'affiliation': [{'name': 'Binghamton University, USA'}]}, {'given': 'Gianluca', 'family': 'Stringhini', 'sequence': 'additional', 'affiliation': [{'name': 'Boston University, USA'}]}, {'given': 'Yang', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': [{'name': 'CISPA Helmholtz Center for Information Security, Germany'}]}, {'given': 'Savvas', 'family': 'Zannettou', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
“Is it a Qoincidence?”: An Exploratory Study of QAnon on Voat,10.1145/3442381.3450036,"[{'given': 'Antonis', 'family': 'Papasavva', 'sequence': 'first', 'affiliation': [{'name': 'University College London, United Kingdom'}]}, {'given': 'Jeremy', 'family': 'Blackburn', 'sequence': 'additional', 'affiliation': [{'name': 'Binghamton University, USA'}]}, {'given': 'Gianluca', 'family': 'Stringhini', 'sequence': 'additional', 'affiliation': [{'name': 'Boston University, USA'}]}, {'given': 'Savvas', 'family': 'Zannettou', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}, {'given': 'Emiliano De', 'family': 'Cristofaro', 'sequence': 'additional', 'affiliation': [{'name': 'University College London, United Kingdom'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Advanced Semantics for Commonsense Knowledge Extraction,10.1145/3442381.3449827,"[{'given': 'Tuan-Phong', 'family': 'Nguyen', 'sequence': 'first', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}, {'given': 'Simon', 'family': 'Razniewski', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}, {'given': 'Gerhard', 'family': 'Weikum', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Extracting Contextualized Quantity Facts from Web Tables,10.1145/3442381.3450072,"[{'given': 'Vinh Thinh', 'family': 'Ho', 'sequence': 'first', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}, {'given': 'Koninika', 'family': 'Pal', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}, {'given': 'Simon', 'family': 'Razniewski', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}, {'given': 'Klaus', 'family': 'Berberich', 'sequence': 'additional', 'affiliation': [{'name': 'Saarbruecken University of Applied Sciences (htw saar), Germany'}]}, {'given': 'Gerhard', 'family': 'Weikum', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Few-Shot Knowledge Validation using Rules,10.1145/3442381.3450040,"[{'given': 'Michael', 'family': 'Loster', 'sequence': 'first', 'affiliation': [{'name': 'Hasso Plattner Institute, Germany'}]}, {'given': 'Davide', 'family': 'Mottin', 'sequence': 'additional', 'affiliation': [{'name': 'Aarhus University, Denmark'}]}, {'given': 'Paolo', 'family': 'Papotti', 'sequence': 'additional', 'affiliation': [{'name': 'EURECOM, France'}]}, {'given': 'Jan', 'family': 'Ehmüller', 'sequence': 'additional', 'affiliation': [{'name': 'Hasso Plattner Institute, Germany'}]}, {'given': 'Benjamin', 'family': 'Feldmann', 'sequence': 'additional', 'affiliation': [{'name': 'Hasso Plattner Institute, Germany'}]}, {'given': 'Felix', 'family': 'Naumann', 'sequence': 'additional', 'affiliation': [{'name': 'Hasso Plattner Institute, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Fair Partitioning of Public Resources: Redrawing District Boundary to Minimize Spatial Inequality in School Funding,10.1145/3442381.3450041,"[{'given': 'Nuno', 'family': 'Mota', 'sequence': 'first', 'affiliation': [{'name': 'Max Planck Institute for Software Systems, Germany'}]}, {'given': 'Negar', 'family': 'Mohammadi', 'sequence': 'additional', 'affiliation': [{'name': 'Tehran Institute for Advanced Studies, Iran'}]}, {'given': 'Palash', 'family': 'Dey', 'sequence': 'additional', 'affiliation': [{'name': 'Indian Institute of Technology, Kharagpur, India'}]}, {'given': 'Krishna P.', 'family': 'Gummadi', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Software Systems, Germany'}]}, {'given': 'Abhijnan', 'family': 'Chakraborty', 'sequence': 'additional', 'affiliation': [{'name': 'Indian Institute of Technology Delhi, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
RECON: Relation Extraction using Knowledge Graph Context in a Graph Neural Network,10.1145/3442381.3449917,"[{'given': 'Anson', 'family': 'Bastos', 'sequence': 'first', 'affiliation': [{'name': 'Indian Institute of Technology, Hyderabad and Zerotha Research, India'}]}, {'given': 'Abhishek', 'family': 'Nadgeri', 'sequence': 'additional', 'affiliation': [{'name': 'Zerotha Research and RWTH Aachen, Germany'}]}, {'given': 'Kuldeep', 'family': 'Singh', 'sequence': 'additional', 'affiliation': [{'name': 'Zerotha Research and Cerence GmbH, Germany'}]}, {'given': 'Isaiah Onando', 'family': 'Mulang', 'sequence': 'additional', 'affiliation': [{'name': 'Zerotha Research and Fraunhofer IAIS, Germany'}]}, {'given': 'Saeedeh', 'family': 'Shekarpour', 'sequence': 'additional', 'affiliation': [{'name': 'University of Dayton, USA'}]}, {'given': 'Johannes', 'family': 'Hoffart', 'sequence': 'additional', 'affiliation': [{'name': 'Goldman Sachs, Germany'}]}, {'given': 'Manohar', 'family': 'Kaul', 'sequence': 'additional', 'affiliation': [{'name': 'Indian Institute of Technology, Hyderabad, India'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
